"연번","도로명주소","지번주소","x 좌표","y 좌표","건물명","구 명칭","전화번호","유형","개방시간","소재지 용도","화장실 현황","장애인화장실 현황","편의시설 (기타설비)","안내표지","소재지","비고"
"1641","서울특별시 송파구 올림픽로 269","서울특별시 송파구 신천동 7-18","127.10045713","37.51422092","롯데캐슬프라자","송파구","02-2146-2017","의무개방","상시","상가"," ","남1, 여1, 휠체어 진입 가능"," "," "," ","화장실정보관련 문의: 롯데캐슬프라자 02-2146-2017"
"1642","서울특별시 송파구 올림픽로 240","서울특별시 송파구 잠실동  40-1","127.09715491","37.51175801","롯데하이마트 잠실점","송파구","02-420-2800","의무개방","정시(10-20시)"," "," ","공용1, 휠체어 진입 가능"," "," "," ","화장실정보관련 문의: 롯데하이마트 잠실점 02-420-2800"
"1643","서울특별시 송파구 올림픽로 240","서울특별시 송파구 잠실동 40-1","127.09783719","37.51112938","롯데백화점 잠실점","송파구","02-411-5720","의무개방","정시(10-20시)","상가"," ","남1, 여1, 휠체어 진입 가능"," "," "," ","화장실정보관련 문의: 롯데백화점 잠실점 02-411-5720"
"1644","서울특별시 송파구 올림픽로 240","서울특별시 송파구 잠실동  40-1","127.09646494","37.51171058","롯데마트 제타플렉스점","송파구","02-411-8410","의무개방","정시(10-21시)","상가"," ","공용1, 휠체어 진입 가능"," "," "," ","화장실정보관련 문의: 롯데마트 제타플렉스 02-411-8410"
"1645","서울특별시 송파구 올림픽로 98","서울특별시 송파구 잠실동 181-2","127.08144573","37.51140819","성진빌딩","송파구","02-2147-3283","민간개방","상시","빌딩"," "," "," "," "," ","화장실정보관련 문의: 송파구청 청소행정과 02-2147-3283"
"1646","서울특별시 송파구 올림픽로4길 48","서울특별시 송파구 잠실동 101-1","127.07432752","37.50660104","프리마 쇼핑센터","송파구","02-412-0900","의무개방","정시(09-19시)","상가"," "," "," "," "," ","화장실정보관련 문의: 프리마 쇼핑센터 02-412-0900"
"1499","서울특별시 양천구 목동중앙본로7가길 11","서울특별시 양천구 목동 717-22","126.86698352","37.54007861","목동보건지소","양천구","02-2084-5254"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구 목동보건지소 02-2084-5254"
"1500","서울특별시 양천구 목동중앙로3길 21","서울특별시 양천구 목동 765-1","126.86926923","37.53647869","목동실버복지문화센터","양천구","02-2643-3352"," "," "," "," "," "," "," "," "," "
"1501","서울특별시 양천구 목동중앙북로8길 104","서울특별시 양천구 목동 552-1","126.86632850","37.54424833","목동종합사회복지관","양천구","02-2620-3334"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구청 복지정책과 02-2620-3334"
"1502","서울특별시 양천구 목동중앙로 125","서울특별시 양천구 목동 199-58","126.87453776","37.53957355","목동주유소","양천구","02-2620-4874"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구청 녹색환경과 02-2620-4874"
"1503","서울특별시 양천구 오목로 359","서울특별시 양천구 목동 404-1","126.87737617","37.52458561","무중력지대 양천","양천구","02-2646-2030"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천상상마당 02-2646-2030"
"1504","서울특별시 양천구 신목로 5","서울특별시 양천구 신정동 1278-1","126.87620902","37.51694953","신목종합사회복지관","양천구","02-2603-1792"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구청 복지정책과 02-2603-1792"
"1505","서울특별시 양천구 남부순환로 411","서울특별시 양천구 신월동 131-7","126.83178810","37.53128135","신월보건지소","양천구","02-2620-4751"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구 신월보건지소 02-2620-4751"
"1506","서울특별시 양천구 가로공원로 86","서울특별시 양천구 신월동 150-3","126.82546034","37.53516172","신월청소년문화센터","양천구","02-2620-3389"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구청 가족정책과 02-2620-3389"
"1507","서울특별시 양천구 남부순환로88길 5-7","서울특별시 양천구 신정동 1287-5","126.84157046","37.51139510","신정3동넓은들민원센터","양천구","02-2620-4243"," "," "," "," "," "," "," "," ","화장실관련정보 문의:신정3동주민센터 02-2620-4243"
"1508","서울특별시 양천구 목동동로 375","서울특별시 양천구 목동 907-3","126.87868882","37.53517435","양천구사회적경제지원센터","양천구","02-2084-5454"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구청 일자리경제과 02-2084-5454"
"1509","서울특별시 양천구 곰달래로13길 73","서울특별시 양천구 신월동 92-6","126.83379226","37.53595488","양천구푸드마켓(신월점)?50스타트센터","양천구","02-2620-4604"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구청 복지정책과 02-2620-4604"
"1510","서울특별시 양천구 목동동로 111","서울특별시 양천구 신정동 320","126.86813113","37.51826425","양천근린공원 책쉼터","양천구","02-2620-3588"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구청 공원녹지과 02-2620-3588"
"1511","서울특별시 광진구 광나루로56길 67","서울특별시 광진구 구의동 631-2","127.09647853","37.53650246","광진문화원","광진구","02-447-0244","공공개방","정시"," "," "," "," "," "," ","02-450-1375"
"1512","서울특별시 광진구 능동로 76","서울특별시 광진구 자양동 227-344","127.07048515","37.53739776","광진문화예술회관","광진구","02-2049-4518","공공개방","정시","문화예술회관"," "," "," "," "," ","02-450-1375"
"1513","서울특별시 광진구 용마산로7길 8","서울특별시 광진구 중곡동 125-12","127.08703223","37.55919292","중곡종합건강센터","광진구","02-450-1458","공공개방","정시 09:00~18:00","보건지소"," "," "," "," "," ","02-450-1375"
"1514","서울특별시 양천구 목동서로 367","서울특별시 양천구 신정동 322","126.86325370","37.51629114","양천문화회관","양천구","02-2620-4904"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천문화재단 02-2620-4904"
"1515","서울특별시 양천구 목동서로 367","서울특별시 양천구 신정동 322","126.86359282","37.51649915","양천생활안전체험교육관","양천구","02-2620-4398"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구청 안전재난과 02-2620-4398"
"1516","서울특별시 광진구 자양로18길 78","서울특별시 광진구 구의동 243-78","127.08788042","37.53829576","구의1동 공영주차장","광진구","02-2049-4534","공공개방","정시","공영주차장"," "," "," "," "," ","02-450-1375"
"1517","서울특별시 광진구 천호대로112길 56","서울특별시 광진구 능동 205","127.08034415","37.55403839","능동공영주차장","광진구","02-2049-4534","공공개방","정시","공영주차장"," "," "," "," "," ","02-450-1375"
"1518","서울특별시 양천구 지양로 37","서울특별시 양천구 신월동 987","126.83560880","37.51906036","해맞이역사도서관","양천구","02-2693-5919"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천문화재단 02-2693-5919"
"1519","서울특별시 양천구 목동동로 81","서울특별시 양천구 신정동 322-11","126.86392884","37.51590607","해누리타운","양천구","02-2061-3435"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구시설관리공단 02-2061-3435"
"1520","서울특별시 양천구 신월로11길 16","서울특별시 양천구 신월동 540-1","126.84023734","37.51903448","한빛종합사회복지관","양천구","02-2690-8762"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구청 복지정책과 02-2690-8762"
"1521","서울특별시 양천구 신정로7길 75, 101동 (신정동, 이든채)","서울특별시 양천구 신정동 1320-8","126.83371547","37.51309404","청년창업허브","양천구","070-4610-5684"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천상상마당 070-4610-5684"
"1522","서울특별시 양천구 지양로7길 28-29","서울특별시 양천구 신월동 331-5","126.82969849","37.52132315","온수도시자연공원 (지양산 유아숲체험원)","양천구","02-2620-3571"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구청 공원녹지과 02-2620-3571"
"1523","서울특별시 양천구 신정로 152","서울특별시 양천구 신정동 814-3","126.83976665","37.50695377","온수도시자연공원 (매봉약수터)","양천구","02-2620-3570"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구청 공원녹지과 02-2620-3570"
"1524","서울특별시 양천구 신정로7길 91","서울특별시 양천구 신정동 1319-1","126.83324090","37.51429015","연의생활체육공원","양천구","02-2620-3603"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구청 공원녹지과 02-2620-3603"
"1525","서울특별시 양천구 신정이펜1로 12","서울특별시 양천구 신정동 1320-9","126.83424278","37.51169090","연의근린공원","양천구","02-2620-3602"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구청 공원녹지과 02-2620-3602"
"1526","서울특별시 양천구 가로공원로 165","서울특별시 양천구 신월동 87-15","126.83429832","37.53696048","에이치지 가로공원주유소","양천구","02-2620-4874"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구청 녹색환경과 02-2620-4874"
"1527","서울특별시 마포구 월드컵로5길 11","서울특별시 마포구 합정동 473","126.91193072","37.55150574","합정동주민센터","마포구"," ","개방화장실","상시","주민센터"," ","장애인화장실"," "," "," "," "
"1528","서울특별시 양천구 남부순환로 317, 에이동","서울특별시 양천구 신월동 52-16","126.82682710","37.53861942","지에스칼텍스㈜ 서호주유소","양천구","02-2620-4874"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천구청 녹색환경과 02-2620-4874"
"1529","서울특별시 양천구 신정로7길 81","서울특별시 양천구 신정동 1319-4","126.83382313","37.51371207","양천중앙도서관","양천구","02-2699-5919"," "," "," "," "," "," "," "," ","화장실관련정보 문의:양천문화재단 02-2699-5919"
"1530","서울특별시 마포구 상암산로1길 67","서울특별시 마포구 상암동 1688","126.88397038","37.58038416","구립마포청소년문화의집 개방화장실","마포구"," ","개방화장실","09~20시"," "," "," "," "," "," "," "
"1531","서울특별시 마포구 월드컵북로 456","서울특별시 마포구 상암동 1583","126.88373941","37.58264307","구룡근린공원화장실","마포구"," ","공중","상시","공원"," ","장애인화장실","남녀 기저귀교환대 설치"," "," "," "
"1532","서울특별시 마포구 가양대로 189","서울특별시 마포구 상암동 1735","126.88320675","37.58474491","부엉이근린공원화장실","마포구"," ","공중","상시","공원"," ","장애인화장실","남녀 기저귀교환대 설치"," "," "," "
"1533","서울특별시 광진구 면목로 93","서울특별시 광진구 중곡동 245-6","127.07897779","37.56195866","동인상운","광진구","02-450-1375","민간개방","상시","운수회사"," "," "," "," "," ","02-450-1375"
"1534","서울특별시 광진구 천호대로140길 40","서울특별시 광진구 광장동 577-3","127.10011226","37.54438365","광장동실내배드민턴장","광진구","02-458-9063","공공개방","정시","배드민턴장"," "," "," "," "," ","02-4501375"
"1535","서울특별시 마포구 토정로 2","서울특별시 마포구 합정동 139-21","126.91140007","37.54556322","양화진공영주차장 개방화장실","마포구"," ","개방화장실","상시","공영주차장"," "," "," "," "," "," "
"1536","서울특별시 마포구 월드컵북로12길 33","서울특별시 마포구 성산동 113-2","126.91546751","37.56251070","다솜어린이공원화장실","마포구"," ","공중화장실","상시","공원"," "," "," "," "," "," "
"1537","서울특별시 마포구 양화로18길 15","서울특별시 마포구 동교동 169-14","126.92489978","37.55656758","오렌즈 비젼센터 B1 개방화장실","마포구"," ","민간개방1(여성전용 개방화장실)","11~22시"," "," "," "," "," "," "," "
